Canonical_SMILES,Standardized_SMILES,Toxicity_Value
COc1ccc(/C=N/Nc2snc(SC)c2C#N)cc1OC,COc1ccc(/C=N/Nc2snc(SC)c2C#N)cc1OC,1
CCN1C[C@@]2(COC)CC[C@H](OC)[C@]34[C@H]5C[C@H]6[C@H](OC)C[C@@]7(OCO[C@]7([C@H](O)[C@@H]23)[C@H]14)[C@@H]5[C@@H]6OC,CCN1C[C@@]2(COC)CC[C@H](OC)[C@]34[C@@H]1[C@]1(OCO[C@@]15C[C@@H](OC)[C@@H]1C[C@H]3[C@H]5[C@@H]1OC)[C@H](O)[C@@H]24,0
O=C1/C(=C\c2ccccn2)SC(=S)N1Nc1ncc(C(F)(F)F)cc1Cl,O=C1/C(=C\c2ccccn2)SC(=S)N1Nc1ncc(C(F)(F)F)cc1Cl,1
NNC(=O)CCCCC(=O)NN,NNC(=O)CCCCC(=O)NN,0
CC(=O)C1=C(O)[C@]2(C)C(=CC1=O)Oc1c(C(C)=O)c(O)c(C)c(O)c12,CC(=O)C1=C(O)[C@]2(C)C(=CC1=O)Oc1c(C(C)=O)c(O)c(C)c(O)c12,0
NS(=O)(=O)c1ccc(NC2(C(=O)O)CCCC2)cc1,NS(=O)(=O)c1ccc(NC2(C(=O)O)CCCC2)cc1,0
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CCOC)OC(=O)N2C1=O,CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)/C(=N/CCOC)OC(=O)N2C1=O,1
CC1(C)S[C@H]2C(NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@@H]1C(=O)O,CC1(C)S[C@H]2C(NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@@H]1C(=O)O,0
CCOC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCN(CCc1ccccc1)C2,CCOC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCN(CCc1ccccc1)C2,1
COc1ccccc1CNc1cc(-c2ccccc2CN(C)C)ncn1,COc1ccccc1CNc1cc(-c2ccccc2CN(C)C)ncn1,0
ONc1ccccc1,ONc1ccccc1,1
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CC3CC3)C(=O)N2C1=O,CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CC3CC3)C(=O)N2C1=O,1
O=C(NCC1CCCO1)c1cc(-c2ccc(Cl)cc2Cl)on1,O=C(NCC1CCCO1)c1cc(-c2ccc(Cl)cc2Cl)on1,1
COC(=O)CSc1nc(NC#N)nc(NC(C)C)n1,COC(=O)CSc1nc(NC#N)nc(NC(C)C)n1,0
COc1cc(OC)cc(C(=O)NC(=S)NCCc2ccccc2)c1,COc1cc(OC)cc(C(=O)NC(=S)NCCc2ccccc2)c1,1
c1ccc(-c2ccc(-c3ccc(C4=NCCN4)cc3)o2)cc1,c1ccc(-c2ccc(-c3ccc(C4=NCCN4)cc3)o2)cc1,0
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,1
C[C@@H]1C(=O)O[C@@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36[C@@H](OC(=O)[C@@H]6O)O[C@]4(C(=O)O5)[C@@]12O,C[C@@H]1C(=O)O[C@@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36[C@@H](OC(=O)[C@@H]6O)O[C@]4(C(=O)O5)[C@@]12O,0
O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12.[Na+],O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,0
Cc1ccc(OCC(=O)NNC(=O)c2cc3ccccc3o2)cc1,Cc1ccc(OCC(=O)NNC(=O)c2cc3ccccc3o2)cc1,0
c1cncc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)c1,c1cncc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)c1,1
c1ccc2c(c1)Cc1cc3ccccc3nc1-2,c1ccc2c(c1)Cc1cc3ccccc3nc1-2,1
COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4ccc(OC)cc4)CC3)C2)cc1,COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4ccc(OC)cc4)CC3)C2)cc1,0
O=CN[C@@H](Cc1c[nH]cn1)C(=O)O,O=CN[C@@H](Cc1c[nH]cn1)C(=O)O,0
CCCCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCCCC(=O)OCC,0
FC(F)(F)c1ccccc1-c1ccc2ncnc(NCc3cccs3)c2c1,FC(F)(F)c1ccccc1-c1ccc2ncnc(NCc3cccs3)c2c1,1
O=C(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ncccn2)CC1,O=C(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ncccn2)CC1,0
Cc1ccc(OCC(=O)Nn2cnc3ccccc32)cc1,Cc1ccc(OCC(=O)Nn2cnc3ccccc32)cc1,1
COc1ccc2cc3cc(C(=O)NCc4ccc5c(c4)OCO5)oc3nc2c1,COc1ccc2cc3cc(C(=O)NCc4ccc5c(c4)OCO5)oc3nc2c1,1
O=[N+]([O-])c1ccccc1O,O=[N+]([O-])c1ccccc1O,0
Cn1c(CNC(=O)Nc2ccccc2)nnc1SCc1ccccc1,Cn1c(CNC(=O)Nc2ccccc2)nnc1SCc1ccccc1,1
O=C(NCCCn1ccnc1)Nc1ccc(Cl)cc1,O=C(NCCCn1ccnc1)Nc1ccc(Cl)cc1,1
c1ccc(SCCSc2ccccc2)cc1,c1ccc(SCCSc2ccccc2)cc1,1
Cl[Ni]Cl,Cl[Ni]Cl,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@@]21C,1
CN(C)c1ccncc1,CN(C)c1ccncc1,0
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1
CSc1nsc(SCc2ccc(Cl)cc2)n1,CSc1nsc(SCc2ccc(Cl)cc2)n1,1
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,1
COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)[nH]c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)[nH]c3C[C@H]2CN1C(=O)c1ccccc1,1
Nc1nonc1-c1noc(CCCN2C(=O)c3ccccc3C2=O)n1,Nc1nonc1-c1noc(CCCN2C(=O)c3ccccc3C2=O)n1,1
OC[C@H]1CCCN2CCCC[C@@H]12,OC[C@H]1CCCN2CCCC[C@@H]12,0
Cc1noc(C)c1C(=O)N1CCC2(CCCN(c3ccccc3)C2)CC1,Cc1noc(C)c1C(=O)N1CCC2(CCCN(c3ccccc3)C2)CC1,0
CCOC(=O)c1c(C)c(C)n2c1NC(=O)C2,CCOC(=O)c1c(C)c(C)n2c1NC(=O)C2,0
COc1ccc2[nH]cc(CCNc3nc(-c4cccc(C#N)c4)nc4ccccc34)c2c1,COc1ccc2[nH]cc(CCNc3nc(-c4cccc(C#N)c4)nc4ccccc34)c2c1,1
Cc1nnc(-c2cccc(Br)c2)c2cn(-c3ccc(Br)cc3)nc12,Cc1nnc(-c2cccc(Br)c2)c2cn(-c3ccc(Br)cc3)nc12,1
COC(=O)c1sccc1NC(=O)CSc1cc(Cl)ccc1Cl,COC(=O)c1sccc1NC(=O)CSc1cc(Cl)ccc1Cl,1
Cc1cccc(-n2nnc(C(=O)NCc3ccco3)c2N)c1,Cc1cccc(-n2nnc(C(=O)NCc3ccco3)c2N)c1,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0
Cc1cc(N)n(-c2ccc3ccccc3c2)n1,Cc1cc(N)n(-c2ccc3ccccc3c2)n1,1
COC(=O)NC(c1cccc(C)c1)[C@]1(C(C)=O)CCOC1=O,COC(=O)NC(c1cccc(C)c1)[C@]1(C(C)=O)CCOC1=O,1
C[C@@]12CCC3C(CC[C@@H]4CC(O)CC[C@@]34C)C1CCC2O,C[C@@]12CCC3C(CC[C@@H]4CC(O)CC[C@@]34C)C1CCC2O,0
Cc1cc2ccccn2c1C(=O)c1nc(N2CCOCC2)ncc1Cl,Cc1cc2ccccn2c1C(=O)c1nc(N2CCOCC2)ncc1Cl,1
Cc1ccc(C)c(-c2cc(C(=O)Nc3sc(C)c(C)c3C(N)=O)c3ccccc3n2)c1,Cc1ccc(C)c(-c2cc(C(=O)Nc3sc(C)c(C)c3C(N)=O)c3ccccc3n2)c1,1
CCCC[C@@H]1C[C@H]1[C@@H](NC(=O)c1ccccc1)c1ccc(Cl)cc1,CCCC[C@@H]1C[C@H]1[C@@H](NC(=O)c1ccccc1)c1ccc(Cl)cc1,1
CS(=O)(=O)N1CC(C(=O)NC2CCCC2)Oc2ccc(Cl)cc21,CS(=O)(=O)N1CC(C(=O)NC2CCCC2)Oc2ccc(Cl)cc21,1
Cc1cccc(NC(=N)Nc2nc(C)cc(C)n2)c1,Cc1cccc(NC(=N)Nc2nc(C)cc(C)n2)c1,0
CN1CCN(c2ncnc3ccc(-c4ccccc4C(F)(F)F)cc23)CC1,CN1CCN(c2ncnc3ccc(-c4ccccc4C(F)(F)F)cc23)CC1,1
O=S(=O)(Cl)c1c(Cl)cccc1Cl,O=S(=O)(Cl)c1c(Cl)cccc1Cl,0
CCCC(C)(COC(N)=O)COC(=O)NC1CC1,CCCC(C)(COC(N)=O)COC(=O)NC1CC1,0
CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,0
CCCCS,CCCCS,0
O=C(CBr)c1ccccc1,O=C(CBr)c1ccccc1,1
C[C@@H]1c2cccc(O)c2C(=O)C2=C(O)[C@@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,C[C@@H]1c2cccc(O)c2C(=O)C2=C(O)[C@@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,0
c1ccc2c(c1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccccc12,0
O=C(c1ccncc1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,O=C(c1ccncc1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,1
O=[N+]([O-])c1cccc(-c2nc(-c3ccncc3)no2)c1,O=[N+]([O-])c1cccc(-c2nc(-c3ccncc3)no2)c1,1
Cc1cc(C)c(C#N)c(Oc2ccccc2)n1,Cc1cc(C)c(C#N)c(Oc2ccccc2)n1,0
Cc1ccc(-c2c(C#N)cnc3c(N=Nc4ccccc4Cl)c(N)nn23)cc1,Cc1ccc(-c2c(C#N)cnc3c(N=Nc4ccccc4Cl)c(N)nn23)cc1,1
COC(=O)C(NNc1ccccc1)(NC(=O)c1ccccc1F)C(F)(F)F,COC(=O)C(NNc1ccccc1)(NC(=O)c1ccccc1F)C(F)(F)F,1
CCOc1ccc(OC(=O)NC(c2ccccc2)C(Cl)(Cl)Cl)cc1,CCOc1ccc(OC(=O)NC(c2ccccc2)C(Cl)(Cl)Cl)cc1,1
COc1cc2c(cc1OC)CN(CC(=O)Nc1ccc3c(c1)OCO3)CC2,COc1cc2c(cc1OC)CN(CC(=O)Nc1ccc3c(c1)OCO3)CC2,1
Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,0
Nn1nnc2ccccc21,Nn1nnc2ccccc21,0
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCSc2ccccc2)[C@@H]1C,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCSc2ccccc2)[C@@H]1C,1
Cc1ccccc1OC1C(=O)N(Cc2ccc3c(c2)OCO3)C1c1sccc1C,Cc1ccccc1OC1C(=O)N(Cc2ccc3c(c2)OCO3)C1c1sccc1C,1
COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(CCC(C)=O)ccc2c1,1
COc1ccc(CNc2ncnc3ccc(-c4ccccc4CN(C)C)cc23)c(OC)c1,COc1ccc(CNc2ncnc3ccc(-c4ccccc4CN(C)C)cc23)c(OC)c1,1
COc1ccc(CSc2nnnn2C)cc1[N+](=O)[O-],COc1ccc(CSc2nnnn2C)cc1[N+](=O)[O-],1
CC1CC(C)CN(CCCNC(=O)C2CCCN(c3nnc(N4CCCC4=O)s3)C2)C1,CC1CC(C)CN(CCCNC(=O)C2CCCN(c3nnc(N4CCCC4=O)s3)C2)C1,0
c1csc(CNc2cc(-c3ccoc3)ncn2)c1,c1csc(CNc2cc(-c3ccoc3)ncn2)c1,1
C(=N\c1ccc2c(c1)Cc1ccccc1-2)\c1ccccn1,C(=N\c1ccc2c(c1)Cc1ccccc1-2)\c1ccccn1,0
CN(C)c1ccc(-c2nc(NCCc3cnc[nH]3)c3ccccc3n2)cc1,CN(C)c1ccc(-c2nc(NCCc3cnc[nH]3)c3ccccc3n2)cc1,1
CS(=O)(=O)O.N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,0
Clc1ccc(CSc2ncnc3c2ncn3[C@@H]2CCCCO2)cc1,Clc1ccc(CSc2ncnc3c2ncn3[C@@H]2CCCCO2)cc1,0
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,0
CN(C(=O)CC(NC(=O)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,CN(C(=O)CC(NC(=O)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,1
CCC/C=C(\CCC)C(NS(=O)(=O)CC12CCC(CC1=O)C2(C)C)c1ccc(C(=O)OC)cc1,CCC/C=C(\CCC)C(NS(=O)(=O)CC12CCC(CC1=O)C2(C)C)c1ccc(C(=O)OC)cc1,1
COc1ccc(-c2noc(CCCC(=O)NCCc3ccccc3)n2)cc1OC,COc1ccc(-c2noc(CCCC(=O)NCCc3ccccc3)n2)cc1OC,1
O=C(c1cnccn1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,O=C(c1cnccn1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0
CC1CCC(=O)C1=O,CC1CCC(=O)C1=O,0
Cc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,Cc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,0
COc1cccc(-c2ccc3ncnc(N(C)Cc4ccco4)c3c2)c1,COc1cccc(-c2ccc3ncnc(N(C)Cc4ccco4)c3c2)c1,1
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C.Cl,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,0
CC(=O)c1ccc(N2CCC(c3cc(-c4ccc(Cl)cc4)[nH]n3)CC2)c([N+](=O)[O-])c1,CC(=O)c1ccc(N2CCC(c3cc(-c4ccc(Cl)cc4)[nH]n3)CC2)c([N+](=O)[O-])c1,1
O=S(=O)(NCc1cc(-c2ccccc2Cl)no1)c1ccc(Cl)cc1,O=S(=O)(NCc1cc(-c2ccccc2Cl)no1)c1ccc(Cl)cc1,1
C=C(C)C#N,C=C(C)C#N,0
O=C(CCN1CCN(c2ccccc2F)CC1)Nc1ccccc1F,O=C(CCN1CCN(c2ccccc2F)CC1)Nc1ccccc1F,1
C[C@@H]1C[C@H](OC(=O)c2ccccc2O)CC(C)(C)C1,C[C@@H]1C[C@H](OC(=O)c2ccccc2O)CC(C)(C)C1,1
CC(=O)N1[C@H](C)C=C[C@]1(Cc1ccccc1)C(=O)NCc1cc(F)cc(C(F)(F)F)c1,CC(=O)N1[C@H](C)C=C[C@]1(Cc1ccccc1)C(=O)NCc1cc(F)cc(C(F)(F)F)c1,1
CCOC(=O)c1sc(C)c(C(=O)NCC(C)(C)CN(C)C)c1N,CCOC(=O)c1sc(C)c(C(=O)NCC(C)(C)CN(C)C)c1N,1
Oc1ccc(Cc2ccc(O)cc2)cc1,Oc1ccc(Cc2ccc(O)cc2)cc1,1
Clc1ccc(C2[C@H]3CN(Cc4cccnc4)[C@H](c4ccccc4)C34CC2(c2ccccc2)C4)cn1,Clc1ccc(C2[C@H]3CN(Cc4cccnc4)[C@H](c4ccccc4)C34CC2(c2ccccc2)C4)cn1,1
Cc1ccc(C(CC(N)=O)c2ccco2)cc1,Cc1ccc(C(CC(N)=O)c2ccco2)cc1,1
N[C@@H](C(=O)O)[C@H](CC(=O)O)c1ccc(Cl)cc1,N[C@@H](C(=O)O)[C@H](CC(=O)O)c1ccc(Cl)cc1,1
O=[N+]([O-])c1cccc(-c2nc(-c3ccccc3)c(-c3cccs3)[nH]2)c1,O=[N+]([O-])c1cccc(-c2nc(-c3ccccc3)c(-c3cccs3)[nH]2)c1,1
C[C@H](N)C1CCC(C(=O)Nc2ccncc2)CC1,C[C@H](N)C1CCC(C(=O)Nc2ccncc2)CC1,0
CCCCOC(=O)Nc1cccc(C(=O)OCC)c1,CCCCOC(=O)Nc1cccc(C(=O)OCC)c1,1
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,1
CCOC(=O)NCCC[Si](OCC)(OCC)OCC,CCOC(=O)NCCC[Si](OCC)(OCC)OCC,0
NS(=O)(=O)c1ccc(CNC(=O)/C=C/c2c(Cl)cccc2Cl)cc1,NS(=O)(=O)c1ccc(CNC(=O)/C=C/c2c(Cl)cccc2Cl)cc1,0
Cl.Nc1c2c(nc3c1CCC3)CCCC2.O,Nc1c2c(nc3c1CCC3)CCCC2,0
CCC(C)NC(=O)C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,CCC(C)NC(=O)C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,1
O=C(OC1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1)c1ccccc1,O=C(OC1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1)c1ccccc1,1
c1ccc(C2[C@H]3CN(Cc4cccnc4)[C@H](c4ccccc4)C34CC2(c2cccnc2)C4)cc1,c1ccc(C2[C@H]3CN(Cc4cccnc4)[C@H](c4ccccc4)C34CC2(c2cccnc2)C4)cc1,1
CC(O)C(=O)O.CCCCCCCCCCCCCCNCCO,CC(O)C(=O)O.CCCCCCCCCCCCCCNCCO,1
COc1cccc(-c2cc(N(C)Cc3ccco3)ncn2)c1,COc1cccc(-c2cc(N(C)Cc3ccco3)ncn2)c1,1
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0
Cc1ccc(S(=O)(=O)N2CCN(S(C)(=O)=O)C2)cc1,Cc1ccc(S(=O)(=O)N2CCN(S(C)(=O)=O)C2)cc1,1
NS(=O)(=O)c1ccccc1OC(F)(F)F,NS(=O)(=O)c1ccccc1OC(F)(F)F,0
COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(C(F)(F)F)nc4)c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(C(F)(F)F)nc4)c3C[C@H]2CN1C(=O)c1ccccc1,1
COc1cccc(NC(=S)N(CCc2nc3cc(C)c(C)cc3[nH]2)Cc2cccnc2)c1,COc1cccc(NC(=S)N(CCc2nc3cc(C)c(C)cc3[nH]2)Cc2cccnc2)c1,1
COc1ccccc1CNc1nc(-c2ccccc2CN(C)C)nc2ccccc12,COc1ccccc1CNc1nc(-c2ccccc2CN(C)C)nc2ccccc12,1
O=C(OC(C(=O)NC1CCCC1)c1ccncc1)C1=Cc2ccccc2OC1,O=C(OC(C(=O)NC1CCCC1)c1ccncc1)C1=Cc2ccccc2OC1,1
Cc1ccc(NC(=O)COc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1,Cc1ccc(NC(=O)COc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1,1
CO[C@@H]1COC(=O)CC=C[C@@H](C)[C@@H]2C=C[C@H](O)[C@@H](COC(=O)CCC[C@H]1C)O2,CO[C@@H]1COC(=O)CC=C[C@@H](C)[C@@H]2C=C[C@H](O)[C@@H](COC(=O)CCC[C@H]1C)O2,0
COC(=O)C1=C(NC(=O)c2ccc(C)c(C)c2)CCS1,COC(=O)C1=C(NC(=O)c2ccc(C)c(C)c2)CCS1,1
CCN1CCCC1=O,CCN1CCCC1=O,0
CCCn1c(-c2ccc(F)cc2)nc2c(NCCCN3CCOCC3)nc(C)nc21,CCCn1c(-c2ccc(F)cc2)nc2c(NCCCN3CCOCC3)nc(C)nc21,1
Cc1cccc(NC(=S)NNC(=O)CC(C)O)c1C,Cc1cccc(NC(=S)NNC(=O)CC(C)O)c1C,0
Cc1c(Cl)cccc1Cl,Cc1c(Cl)cccc1Cl,0
CCOC(=O)c1c2ccc(OCC(=O)N/N=C/c3ccc(Cl)cc3)cc2n2ccccc12,CCOC(=O)c1c2ccc(OCC(=O)N/N=C/c3ccc(Cl)cc3)cc2n2ccccc12,1
Cc1cc(NC(=O)COc2ccc(Cl)cc2Cl)n(-c2ccccc2)n1,Cc1cc(NC(=O)COc2ccc(Cl)cc2Cl)n(-c2ccccc2)n1,1
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0
CC(=O)OC(C)C,CC(=O)OC(C)C,0
COc1ccc(C2=NN(C)/C(=N\Cc3ccccc3)SC2)cc1,COc1ccc(C2=NN(C)/C(=N\Cc3ccccc3)SC2)cc1,1
CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,0
CCOc1cc(/C=N/O)cc(Cl)c1OC,CCOc1cc(/C=N/O)cc(Cl)c1OC,1
CC(C)(Cl)Cl,CC(C)(Cl)Cl,0
N#CCc1cccc(C(F)(F)F)c1,N#CCc1cccc(C(F)(F)F)c1,0
C=CCN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,C=CCN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,0
COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,1
COC(=O)CCCCCCCCC(=O)OC,COC(=O)CCCCCCCCC(=O)OC,0
O=C(c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O)N1CCOCC1,O=C(c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O)N1CCOCC1,0
Cc1noc(C)c1-c1ccc2ncnc(N3CCC(C(=O)O)CC3)c2c1,Cc1noc(C)c1-c1ccc2ncnc(N3CCC(C(=O)O)CC3)c2c1,0
CCCC(=O)Nc1ccc2nc(SCC(=O)Nc3ccc(N4CCOCC4)c(Cl)c3)sc2c1,CCCC(=O)Nc1ccc2nc(SCC(=O)Nc3ccc(N4CCOCC4)c(Cl)c3)sc2c1,1
O=C(O)CCC(=O)Nc1ccc(C(=O)N2CCCCC2)cc1,O=C(O)CCC(=O)Nc1ccc(C(=O)N2CCCCC2)cc1,0
CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,0
NC(=O)C(Cl)(Cl)Cl,NC(=O)C(Cl)(Cl)Cl,1
Cc1cnc(CNc2ncnc3ccc(-c4c(C)noc4C)cc23)cn1,Cc1cnc(CNc2ncnc3ccc(-c4c(C)noc4C)cc23)cn1,0
C[C@@H](C(=O)NCc1ccc(S(C)(=O)=O)cc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,C[C@@H](C(=O)NCc1ccc(S(C)(=O)=O)cc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,1
CN[C@]1(c2ccccc2Cl)CCCCC1=O,CN[C@]1(c2ccccc2Cl)CCCCC1=O,0
ClCCOCOCCCl,ClCCOCOCCCl,0
Nc1nc(OCc2ccccc2)c2nc[nH]c2n1,Nc1nc(OCc2ccccc2)c2nc[nH]c2n1,1
O=C(CSc1ccc(Cl)cc1)Nc1cccc(-c2nc3ncccc3o2)c1,O=C(CSc1ccc(Cl)cc1)Nc1cccc(-c2nc3ncccc3o2)c1,1
Cc1cc(Oc2ccccc2)nc(NCc2ccccc2)n1,Cc1cc(Oc2ccccc2)nc(NCc2ccccc2)n1,1
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0
COCC(=O)N1CCC2(CC1)CCN(c1ccc(-c3ccccc3)cc1)CC2,COCC(=O)N1CCC2(CC1)CCN(c1ccc(-c3ccccc3)cc1)CC2,0
CCN1CCCCC(=N/O)/C(=N/O)CCCC1,CCN1CCCCC(=N/O)/C(=N/O)CCCC1,0
CCC1=C(C[C@H]2NCCc3cc(OC)c(OC)cc32)C[C@H]2c3ccccc3CCN2C1,CCC1=C(C[C@H]2NCCc3cc(OC)c(OC)cc32)C[C@H]2c3ccccc3CCN2C1,0
O=C(Nc1cccc(C(F)(F)F)c1)c1n[nH]c(Cn2cncn2)n1,O=C(Nc1cccc(C(F)(F)F)c1)c1n[nH]c(Cn2cncn2)n1,0
O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0
COc1ccc(/C=N\NC(=O)C2C(=O)NCC2c2ccccc2)cc1O,COc1ccc(/C=N\NC(=O)C2C(=O)NCC2c2ccccc2)cc1O,0
